TIC_ID,Rejection_Reason
261136679,"Radius 21.6 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=718K | Transit duration 30.0h is >20% of orbital period (6.26d) | Secondary eclipse detected at phase 0.5 (depth=0.125%, significance=2.446 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
50000000,Stellar Radius Regime: R_p=1045.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8159K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
441400000,"Stellar Radius Regime: R_p=876.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7117K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.146%, significance=2.156 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
382200953,"Transit duration 23.8h is >20% of orbital period (4.65d) | Secondary eclipse detected at phase 0.5 (depth=0.120%, significance=2.045 sigma). | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
231615731,"Stellar Radius Regime: R_p=149.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 59.8h is >20% of orbital period (12.45d) | Secondary eclipse detected at phase 0.5 (depth=0.122%, significance=2.003 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
200000000,"Stellar Radius Regime: R_p=1112.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8537K exceeds 4000K — likely stellar variability | Transit duration 51.2h is >20% of orbital period (10.00d) | Secondary eclipse detected at phase 0.5 (depth=0.123%, significance=2.031 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
220475245,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
410214986,"Stellar Radius Regime: R_p=787.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 6624K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.130%, significance=2.13 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
335955167,"Radius 21.9 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=1070K | Secondary eclipse detected at phase 0.5 (depth=0.136%, significance=2.219 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
402026209,Stellar Radius Regime: R_p=114.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Transit duration 6.4h is >20% of orbital period (1.34d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
184240683,Stellar Radius Regime: R_p=669.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9528K exceeds 4000K — likely stellar variability | Transit duration 19.3h is >20% of orbital period (1.63d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
204376737,"Stellar Radius Regime: R_p=1095.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 12278K exceeds 4000K — likely stellar variability | Transit duration 39.8h is >20% of orbital period (3.36d) | Secondary eclipse detected at phase 0.5 (depth=0.086%, significance=2.182 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
389352124,"Equilibrium temperature 4984K exceeds 4000K — likely stellar variability | Transit duration 23.8h is >20% of orbital period (4.95d) | Secondary eclipse detected at phase 0.5 (depth=0.144%, significance=2.843 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
183532609,Stellar Radius Regime: R_p=1152.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9136K exceeds 4000K — likely stellar variability | Transit duration 44.4h is >20% of orbital period (8.16d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
291404118,Stellar Radius Regime: R_p=1096.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 12624K exceeds 4000K — likely stellar variability | Transit duration 32.2h is >20% of orbital period (3.09d) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
8767448,"Radius 18.7 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 5564K exceeds 4000K — likely stellar variability | Transit duration 23.7h is >20% of orbital period (4.35d) | Secondary eclipse detected at phase 0.5 (depth=0.150%, significance=2.609 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
111991770,"Stellar Radius Regime: R_p=1096.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 11838K exceeds 4000K — likely stellar variability | Transit duration 43.2h is >20% of orbital period (3.75d) | Secondary eclipse detected at phase 0.5 (depth=0.073%, significance=2.078 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
241569046,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
402026209,"Radius 15.1 R⊕ in brown dwarf regime (13-22 R⊕) | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
111991770,Stellar Radius Regime: R_p=27.3 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
8767448,"Stellar Radius Regime: R_p=527.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7130K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.51 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.169%, significance=2.066 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
220475245,Equilibrium temperature 4514K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
111991770,"Radius 16.1 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=1305K | Secondary eclipse detected at phase 0.5 (depth=0.140%, significance=2.427 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
8767448,Stellar Radius Regime: R_p=767.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9759K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.60 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
291404118,"Stellar Radius Regime: R_p=22.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.134%, significance=2.155 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
183532609,Stellar Radius Regime: R_p=883.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9885K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.45 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
389352124,Stellar Radius Regime: R_p=529.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7132K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.51 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
204376737,"Stellar Radius Regime: R_p=27.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.138%, significance=2.273 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
184240683,Radius 15.1 R⊕ in brown dwarf regime (13-16 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
402026209,"Radius 15.1 R⊕ in brown dwarf regime (13-22 R⊕) | Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
220475245,Equilibrium temperature 4514K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
166834768,Stellar Radius Regime: R_p=833.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8098K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.92 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
50000000,Stellar Radius Regime: R_p=885.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8399K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.94 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
10000000,Stellar Radius Regime: R_p=708.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9113K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.52 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
160148385,"Radius 21.8 R⊕ in brown dwarf regime (13-22 R⊕) | Secondary eclipse detected at phase 0.5 (depth=0.132%, significance=2.298 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
94609570,Stellar Radius Regime: R_p=884.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9173K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.34 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
123898871,Stellar Radius Regime: R_p=885.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7454K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
396950329,Stellar Radius Regime: R_p=23.1 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
105135774,Radius 18.1 R⊕ in brown dwarf regime (13-22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
66561343,Stellar Radius Regime: R_p=29.4 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
160165689,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
139357541,Stellar Radius Regime: R_p=22.5 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
219467837,Radius 21.7 R⊕ in brown dwarf regime (13-22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
375419034,Radius 16.9 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=1198K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
238279960,"Stellar Radius Regime: R_p=22.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9904K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.127%, significance=2.131 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
427153307,Radius 20.8 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 9324K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
224293782,Stellar Radius Regime: R_p=24.4 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
353498819,"Stellar Radius Regime: R_p=23.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 10008K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.129%, significance=2.036 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
80611440,Radius 18.8 R⊕ in brown dwarf regime (13-22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
55652896,Radius 20.5 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 8809K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
35513756,Equilibrium temperature 6254K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
441462348,Equilibrium temperature 4181K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
98797275,Stellar Radius Regime: R_p=715.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9023K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.52 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
331297805,"Radius 21.6 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 9904K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.113%, significance=2.008 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
259377017,Stellar Radius Regime: R_p=1100.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7577K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
314724818,Radius 16.0 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 7151K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
128919614,Stellar Radius Regime: R_p=1069.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 14175K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.71 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
128919614,Stellar Radius Regime: R_p=1059.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8276K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
372048733,"Stellar Radius Regime: R_p=1131.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9972K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.139%, significance=2.25 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
261136679,Radius 18.2 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=668K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
381996371,"Radius 19.0 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 8207K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.127%, significance=2.041 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
318071201,Radius 20.7 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 9324K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
453185560,"Stellar Radius Regime: R_p=1132.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 14036K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.89 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.146%, significance=2.231 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
220475245,Stellar Radius Regime: R_p=1072.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 13949K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.84 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
3680800,Radius 21.1 R⊕ in brown dwarf regime (13-22 R⊕) | Equilibrium temperature 9324K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
11463131,Equilibrium temperature 7098K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
251553109,"Stellar Radius Regime: R_p=26.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 11134K exceeds 4000K — likely stellar variability | Secondary eclipse detected at phase 0.5 (depth=0.133%, significance=2.309 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
220475245,Stellar Radius Regime: R_p=674.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=7.00 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
220475245,Stellar Radius Regime: R_p=674.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=7.00 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
220475245,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
220475245,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
220475245,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
291555748,Stellar Radius Regime: R_p=1100.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 12285K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.81 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
184240683,"Secondary eclipse detected at phase 0.5 (depth=0.128%, significance=2.35 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
204376737,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
149603524,Stellar Radius Regime: R_p=1131.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7232K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.04 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
389352124,"Stellar Radius Regime: R_p=1132.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 11263K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.42 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.138%, significance=2.217 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
182943944,Stellar Radius Regime: R_p=1132.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 12208K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.80 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
183532609,Stellar Radius Regime: R_p=1101.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9885K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
159400561,Stellar Radius Regime: R_p=1131.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7703K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.92 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
291404118,Stellar Radius Regime: R_p=25.0 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
8767448,"Stellar Radius Regime: R_p=1132.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 11264K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.42 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.143%, significance=2.325 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
389352124,Stellar Radius Regime: R_p=1131.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8110K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
111991770,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
220475245,Stellar Radius Regime: R_p=22.4 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
425934411,Grazing geometry detected (impact parameter b=1.02 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
14193736,Stellar Radius Regime: R_p=157.5 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=1.83 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
382200953,Radius 20.3 R⊕ exceeds irradiation-adjusted limit of 16.0 R⊕ for T_eq=665K | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
318491006,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
318491006,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
166834768,"Stellar Radius Regime: R_p=1081.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 10632K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.38 > 0.9). | Secondary eclipse detected at phase 0.5 (depth=0.128%, significance=2.148 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,Stellar Radius Regime: R_p=30.0 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=1.08 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
229536616,Stellar Radius Regime: R_p=22.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Grazing geometry detected (impact parameter b=0.98 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
4729001,Stellar Radius Regime: R_p=1132.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7193K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.91 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
20375215,Stellar Radius Regime: R_p=1131.7 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9619K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.98 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
123898871,Stellar Radius Regime: R_p=1132.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8835K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.96 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
361413119,Stellar Radius Regime: R_p=1081.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9819K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
72214252,Stellar Radius Regime: R_p=1131.4 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8348K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.06 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
438629686,Stellar Radius Regime: R_p=1082.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9914K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.92 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
35513912,Stellar Radius Regime: R_p=1080.8 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7578K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.81 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
167401015,Stellar Radius Regime: R_p=1132.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7210K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=0.91 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
410214986,Stellar Radius Regime: R_p=1131.3 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 8874K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.95 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
467153319,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
231615731,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
261136679,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
260304296,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
241569046,"Transit duration conflicts with the density relation, but a Gaia/NASA benchmark lock prevents automatic rejection."
372913430,Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
243464977,Stellar Radius Regime: R_p=36.2 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
15654898,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
184801054,Stellar Radius Regime: R_p=66.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
388198242,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
279514271,Stellar Radius Regime: R_p=25.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
87873211,Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
384709136,Stellar Radius Regime: R_p=23.1 R⊕ exceeds all known planetary radii (>22 R⊕) | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
179159972,Stellar Radius Regime: R_p=1132.1 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 7410K exceeds 4000K — likely stellar variability | Grazing geometry detected (impact parameter b=1.15 > 0.9). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
52976395,The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
431971818,Stellar Radius Regime: R_p=68.6 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 4944K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
233855268,"Secondary eclipse detected at phase 0.5 (depth=0.153%, significance=2.7 sigma). | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density."
150428135,Radius 21.8 R⊕ exceeds hot-Jupiter benchmark range and enters the brown-dwarf/stellar-companion audit zone. | Equilibrium temperature 5499K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
304774444,Stellar Radius Regime: R_p=1131.9 R⊕ exceeds all known planetary radii (>22 R⊕) | Equilibrium temperature 9436K exceeds 4000K — likely stellar variability | The sovereign anti-confirmation logic rejected the candidate because the transit duration is incompatible with the host density.
